observed_on,time_observed_at,coordinates_obscured,place_county_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
8/15/2020,2020-08-15 18:25:42 UTC,FALSE,Jefferson,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/17/2020,2020-08-17 12:05:53 UTC,FALSE,Jefferson,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/17/2020,2020-08-17 20:11:34 UTC,FALSE,Ohio,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/9/2020,2020-08-09 14:57:10 UTC,FALSE,Hampshire,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/9/2020,2020-08-10 01:49:29 UTC,FALSE,Hampshire,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/19/2020,2020-08-19 19:12:28 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/19/2020,2020-08-19 19:13:46 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/14/2020,2020-08-15 02:45:59 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/20/2020,2020-08-20 21:40:17 UTC,FALSE,Kanawha,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/6/2020,2020-08-06 12:08:00 UTC,FALSE,Wood,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/21/2020,2020-08-21 15:56:37 UTC,FALSE,Gilmer,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/18/2020,2020-08-18 19:58:31 UTC,FALSE,Brooke,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/21/2020,2020-08-21 15:12:04 UTC,FALSE,Raleigh,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/21/2020,2020-08-21 18:37:35 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/22/2020,2020-08-22 13:40:26 UTC,FALSE,Upshur,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/21/2020,2020-08-21 18:53:22 UTC,FALSE,Ohio,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/23/2020,2020-08-23 14:56:40 UTC,FALSE,Preston,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/24/2020,2020-08-24 18:46:35 UTC,FALSE,Ohio,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/23/2020,2020-08-23 15:02:53 UTC,FALSE,Preston,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/23/2020,2020-08-23 17:20:16 UTC,FALSE,Preston,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/24/2020,2020-08-24 20:43:42 UTC,FALSE,Ohio,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/26/2020,2020-08-26 22:48:24 UTC,FALSE,Ohio,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/25/2020,2020-08-25 17:15:39 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/28/2020,2020-08-28 16:51:25 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/30/2020,2020-08-30 19:00:50 UTC,FALSE,Kanawha,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/29/2020,2020-08-29 20:35:16 UTC,FALSE,Hancock,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/31/2020,2020-08-31 17:59:51 UTC,FALSE,Ohio,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/31/2020,2020-08-31 18:00:49 UTC,FALSE,Ohio,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/31/2020,2020-08-31 18:00:56 UTC,FALSE,Ohio,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/31/2020,2020-08-31 20:13:05 UTC,FALSE,Ohio,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/2/2020,2020-09-02 15:24:34 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/2/2020,2020-09-02 18:39:27 UTC,FALSE,Harrison,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/2/2020,2020-09-02 20:29:13 UTC,FALSE,Gilmer,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/4/2020,2020-09-04 13:56:59 UTC,FALSE,Jefferson,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/5/2020,2020-09-05 16:46:37 UTC,FALSE,Jefferson,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/5/2020,2020-09-05 18:13:17 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/5/2020,2020-09-05 19:37:00 UTC,FALSE,Hardy,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/5/2020,2020-09-05 23:10:53 UTC,FALSE,Hampshire,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/15/2020,2020-08-15 18:01:06 UTC,FALSE,Preston,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/6/2020,2020-09-06 22:47:18 UTC,FALSE,Jefferson,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/6/2020,2020-09-06 17:00:13 UTC,FALSE,Randolph,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/7/2020,2020-09-07 14:48:09 UTC,FALSE,Gilmer,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/6/2020,2020-09-06 20:06:00 UTC,FALSE,Hardy,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/8/2020,2020-09-08 13:57:00 UTC,FALSE,Randolph,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/9/2020,2020-09-09 21:49:40 UTC,FALSE,Upshur,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/9/2020,2020-09-09 23:25:57 UTC,FALSE,Cabell,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/11/2020,2020-09-11 15:13:01 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/12/2020,2020-09-12 21:41:42 UTC,FALSE,Gilmer,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/6/2020,2020-09-06 18:25:08 UTC,FALSE,Mineral,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/14/2020,2020-09-14 19:17:01 UTC,FALSE,Berkeley,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/15/2020,2020-09-15 15:27:32 UTC,FALSE,Cabell,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/8/2020,2020-08-08 09:53:00 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/19/2020,2020-09-19 14:46:03 UTC,FALSE,Jefferson,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/19/2020,2020-09-19 16:10:36 UTC,FALSE,Fayette,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/6/2020,2020-09-06 18:51:57 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/20/2020,2020-09-20 17:36:00 UTC,FALSE,Randolph,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/21/2020,2020-09-21 18:39:53 UTC,FALSE,Kanawha,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/23/2020,2020-09-23 11:56:47 UTC,FALSE,Putnam,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/21/2020,2020-09-21 21:36:39 UTC,FALSE,Hardy,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/23/2020,2020-09-23 19:49:44 UTC,FALSE,Greenbrier,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/24/2020,2020-09-24 19:49:17 UTC,FALSE,Putnam,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/26/2020,2020-09-26 19:36:35 UTC,FALSE,Hardy,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/12/2020,2020-09-12 16:42:29 UTC,FALSE,Jefferson,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/28/2020,2020-09-28 22:10:06 UTC,FALSE,Pendleton,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/30/2020,2020-09-30 14:35:31 UTC,FALSE,Cabell,Monarch,Danaus plexippus,Monarch,Insecta,48662
10/5/2017,2017-10-05 15:43:00 UTC,FALSE,Harrison,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/13/2019,2019-08-13 16:47:00 UTC,FALSE,Lewis,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/19/2019,2019-08-19 13:08:00 UTC,FALSE,Lewis,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/27/2020,2020-09-27 16:49:29 UTC,FALSE,Preston,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/26/2020,2020-09-26 21:58:32 UTC,FALSE,Preston,Monarch,Danaus plexippus,Monarch,Insecta,48662
10/10/2020,2020-10-10 15:22:39 UTC,FALSE,Kanawha,Monarch,Danaus plexippus,Monarch,Insecta,48662
10/21/2020,2020-10-21 16:23:00 UTC,FALSE,Upshur,Monarch,Danaus plexippus,Monarch,Insecta,48662
11/27/2020,2020-11-27 18:46:07 UTC,FALSE,Wyoming,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/30/2020,2020-08-30 16:13:00 UTC,FALSE,Putnam,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/30/2019,2019-08-30 19:46:00 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/17/2016,2016-09-17 20:23:01 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
10/28/2020,2020-10-28 19:15:00 UTC,FALSE,Lewis,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/30/2017,2017-09-30 15:23:00 UTC,FALSE,Harrison,Monarch,Danaus plexippus,Monarch,Insecta,48662
10/5/2017,2017-10-05 15:42:00 UTC,FALSE,Harrison,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/19/2016,2016-09-19 15:13:18 UTC,FALSE,Fayette,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/25/2020,2020-09-25 19:56:08 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/12/2020,2020-09-12 16:42:26 UTC,FALSE,Jefferson,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/31/2003,2003-08-31 18:56:00 UTC,FALSE,Pocahontas,Monarch,Danaus plexippus,Monarch,Insecta,48662
6/6/2021,2021-06-06 18:09:00 UTC,FALSE,Randolph,Monarch,Danaus plexippus,Monarch,Insecta,48662
6/18/2021,2021-06-18 20:23:45 UTC,FALSE,Jefferson,Monarch,Danaus plexippus,Monarch,Insecta,48662
6/27/2021,2021-06-28 00:11:00 UTC,FALSE,Ohio,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/4/2021,2021-07-04 17:46:39 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/10/2021,2021-07-10 18:29:03 UTC,FALSE,Pleasants,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/11/2021,2021-07-11 13:43:55 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/11/2021,2021-07-11 18:28:00 UTC,FALSE,Randolph,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/17/2021,2021-07-17 13:52:34 UTC,FALSE,Roane,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/18/2021,2021-07-18 16:05:44 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/20/2021,2021-07-20 14:50:17 UTC,FALSE,Putnam,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/18/2021,2021-07-18 19:30:00 UTC,FALSE,Gilmer,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/22/2021,2021-07-22 13:13:18 UTC,FALSE,Harrison,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/22/2021,2021-07-22 22:38:59 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/21/2021,2021-07-21 21:58:00 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/27/2021,2021-07-27 14:06:17 UTC,FALSE,Wood,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/28/2021,2021-07-28 14:19:17 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/27/2021,2021-07-27 22:00:12 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/27/2021,2021-07-27 21:44:07 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/28/2021,2021-07-28 14:19:17 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/30/2021,2021-07-30 22:01:37 UTC,FALSE,Hancock,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/31/2021,2021-07-31 19:04:49 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/1/2021,2021-08-01 18:49:07 UTC,FALSE,Hancock,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/28/2021,2021-07-28 11:55:00 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/3/2021,2021-08-03 22:46:00 UTC,FALSE,Pocahontas,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/3/2021,2021-08-03 23:05:00 UTC,FALSE,Pocahontas,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/4/2021,2021-08-04 15:46:12 UTC,FALSE,Randolph,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/4/2021,2021-08-04 21:57:08 UTC,FALSE,Kanawha,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/4/2021,2021-08-04 21:52:56 UTC,FALSE,Preston,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/7/2021,2021-08-07 12:59:18 UTC,FALSE,Wood,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/2/2021,2021-08-02 14:20:18 UTC,FALSE,Harrison,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/8/2021,2021-08-08 18:32:00 UTC,FALSE,Ritchie,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/8/2021,2021-08-09 00:05:12 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/8/2021,2021-08-08 17:36:32 UTC,FALSE,Randolph,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/12/2021,2021-08-12 18:31:06 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/14/2021,2021-08-14 15:16:05 UTC,FALSE,Raleigh,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/14/2021,2021-08-14 15:38:27 UTC,FALSE,Wood,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/14/2021,2021-08-14 18:16:00 UTC,FALSE,Randolph,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/14/2021,2021-08-14 21:45:12 UTC,FALSE,Harrison,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/14/2021,2021-08-14 17:41:00 UTC,FALSE,Mason,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/14/2021,2021-08-14 22:24:15 UTC,FALSE,Randolph,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/15/2021,2021-08-15 16:24:04 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/6/2021,2021-08-06 13:30:56 UTC,FALSE,Greenbrier,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/19/2021,2021-08-19 13:08:34 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/20/2021,2021-08-20 12:19:27 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/19/2021,2021-08-19 20:04:10 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/19/2021,2021-08-19 20:49:39 UTC,FALSE,Upshur,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/21/2021,2021-08-21 21:57:11 UTC,FALSE,Kanawha,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/22/2021,2021-08-22 05:22:26 UTC,FALSE,Tucker,Danaid wędrowny,Danaus plexippus,Monarch,Insecta,48662
8/22/2021,2021-08-22 14:43:21 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/22/2021,2021-08-22 14:43:26 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/18/2021,2021-08-18 22:36:45 UTC,FALSE,Berkeley,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/11/2021,2021-08-11 14:51:00 UTC,FALSE,Lewis,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/25/2021,2021-08-25 15:36:45 UTC,FALSE,Jackson,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/24/2021,2021-08-24 21:34:00 UTC,FALSE,Pocahontas,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/24/2021,2021-08-24 21:55:00 UTC,FALSE,Pocahontas,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/27/2021,2021-08-27 16:29:46 UTC,FALSE,Kanawha,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/28/2021,2021-08-28 17:29:27 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/1/2021,2021-09-01 20:14:30 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/2/2021,2021-09-02 16:05:31 UTC,FALSE,Kanawha,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/3/2021,2021-09-03 22:46:50 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/4/2021,2021-09-04 19:35:31 UTC,FALSE,Fayette,Danaid wędrowny,Danaus plexippus,Monarch,Insecta,48662
9/3/2021,2021-09-03 18:00:24 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/4/2021,2021-09-05 00:44:00 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/4/2021,2021-09-05 01:40:00 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/4/2021,2021-09-05 00:44:00 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/4/2021,2021-09-05 00:48:00 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/2/2021,2021-09-02 23:01:00 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/3/2021,2021-09-03 22:01:00 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/6/2021,2021-09-06 14:01:09 UTC,FALSE,Harrison,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/4/2021,2021-09-04 18:43:12 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/4/2021,2021-09-04 19:38:41 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/31/2021,2021-08-31 17:09:22 UTC,FALSE,Jefferson,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/8/2021,2021-09-08 16:55:58 UTC,FALSE,Braxton,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/8/2021,2021-09-08 23:26:00 UTC,FALSE,Fayette,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/10/2021,2021-09-10 20:23:17 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/11/2021,2021-09-11 18:10:00 UTC,FALSE,Randolph,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/11/2021,2021-09-12 02:52:00 UTC,FALSE,Pocahontas,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/11/2021,2021-09-12 01:12:00 UTC,FALSE,Pocahontas,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/23/2021,2021-08-23 17:31:47 UTC,FALSE,Lewis,Monarch,Danaus plexippus,Monarch,Insecta,48662
10/14/2017,2017-10-14 18:59:18 UTC,FALSE,Upshur,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/16/2021,2021-09-16 18:52:10 UTC,FALSE,Summers,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/18/2021,2021-09-18 21:27:40 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/20/2021,2021-09-20 22:08:39 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/21/2021,2021-09-21 17:48:20 UTC,FALSE,Monongalia,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/14/2021,2021-09-14 17:29:00 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/12/2021,2021-08-12 23:35:01 UTC,FALSE,Wood,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/26/2021,2021-09-26 14:33:49 UTC,FALSE,Fayette,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/26/2021,2021-09-26 14:46:43 UTC,FALSE,Fayette,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/21/2021,2021-08-21 16:27:51 UTC,FALSE,Ohio,Monarch,Danaus plexippus,Monarch,Insecta,48662
10/4/2021,2021-10-04 21:04:27 UTC,FALSE,Greenbrier,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/20/2021,2021-07-20 19:33:00 UTC,FALSE,Preston,Monarch,Danaus plexippus,Monarch,Insecta,48662
10/9/2021,2021-10-09 17:05:54 UTC,FALSE,Berkeley,Monarch,Danaus plexippus,Monarch,Insecta,48662
10/14/2021,2021-10-14 17:33:21 UTC,FALSE,Ohio,,Danaus plexippus,Monarch,Insecta,48662
10/15/2021,2021-10-15 14:16:56 UTC,FALSE,Monroe,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/18/2021,2021-09-18 16:02:19 UTC,FALSE,Randolph,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/27/2021,2021-08-28 01:33:00 UTC,FALSE,Greenbrier,Monarch,Danaus plexippus,Monarch,Insecta,48662
10/11/2021,2021-10-11 12:13:00 UTC,FALSE,Ohio,Monarch,Danaus plexippus,Monarch,Insecta,48662
9/26/2019,2019-09-26 09:47:00 UTC,FALSE,Jefferson,Monarch,Danaus plexippus,Monarch,Insecta,48662
10/4/2020,2020-10-04 14:47:05 UTC,FALSE,Hardy,Monarch,Danaus plexippus,Monarch,Insecta,48662
6/23/2021,2021-06-23 18:59:00 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/18/2021,2021-07-18 20:40:00 UTC,FALSE,Preston,Monarch,Danaus plexippus,Monarch,Insecta,48662
8/8/2021,2021-08-08 17:54:00 UTC,FALSE,Tucker,Monarch,Danaus plexippus,Monarch,Insecta,48662
7/19/2021,2021-07-19 18:00:00 UTC,FALSE,Ohio,Monarch,Danaus plexippus,Monarch,Insecta,48662
